campaign_id,variant_id,test_run_id,scope,period_start,period_end,rows,years,signals,signals_per_year,passed_density,entry.params.min_sweep_ticks,entry.params.min_orderflow_imbalance,orderflow_mode,allow_long,allow_short,start_time,end_time,short_trend_bars,long_trend_bars,reclaim_window_bars,audit_status,authoritative_evidence
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,130,84.48843416370106,True,1,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1375,89.10907558552165,True,2,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,126,81.88879003558718,True,2,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1285,83.2764815471966,True,2,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,122,79.28914590747331,True,2,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1179,76.40698190205819,True,2,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,117,76.03959074733096,True,2,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1523,98.70045244854506,True,0,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,146,94.88701067615658,True,0,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1442,93.45111781405252,True,0,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,142,92.2873665480427,True,0,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1343,87.03526437189497,True,0,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,139,90.33763345195727,True,0,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1461,94.68244322214336,True,1,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,137,89.03781138790035,True,1,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1371,88.8498491838183,True,1,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,133,86.43816725978647,True,1,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1273,82.49880234208659,True,1,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,130,84.48843416370106,True,1,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1375,89.10907558552165,True,2,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,126,81.88879003558718,True,2,0.0,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1285,83.2764815471966,True,2,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,122,79.28914590747331,True,2,0.02,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,full_configured_data,2011-01-03,2026-06-09,297726,15.430527036276525,1179,76.40698190205819,True,2,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,rescue1,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.538672142368241,117,76.03959074733096,True,2,0.04,signed,True,True,09:45:00,15:30:00,1,2,12,invalidated_by_staged_entry_module_signal_density,backtest-campaigns/es_trend_orderflow_prior_day_stop_reclaim/*/ES/rescue1/limited_core_grid_test/core_grid_summary.json
